acc. date,type,reg.,operator,fat.,location
25-Sep-16,Learjet 31A,PK-JKI,Nusantara Air Charter,0,Jakarta-Halim Perdana Kusuma Airport (HLP)
28-Sep-16,Beechcraft 1900D,ZS-PZE,"United Nations - UN, opb King Air Charter",0,Beni Airport (BNC)
29-Sep-16,Antonov An-2R,ST-AUT,Unknown,0,Wadi Halfa Airport (WHF)
29-Sep-16,Antonov An-2R,ST-AUQ,Unknown,0,Wadi Halfa Airport (WHF)
30-Sep-16,Beechcraft 1900C,N376SA,Southern Air Charter,0,Deadman's Cay Airport (LGI)
30-Sep-16,Cessna 208B Grand Caravan,HK-3804,Llanera de Aviación,4,near San Antonio de Prado
01-Oct-16,Airbus A330-302,B-18307,China Airlines,0,Taipei-Taiwan Taoyuan International Airport (TPE)
02-Oct-16,Cessna 208B Grand Caravan,N208SD,"Ravn Connect, opb Hageland Aviation Services",3,"19 km NW of Togiak, AK"
03-Oct-16,Reims Cessna F406 Caravan II,OH-OTL,Lapin Tilauslento,0,Oulu Airport (OUL)
04-Oct-16,Boeing 737-4Q8 (SF),OE-IAG,ASL Airlines Belgium,0,Belfast International Airport (BFS)
04-Oct-16,Airbus A319-131,G-EUOI,British Airways,0,Berlin-Tegel Airport (TXL)
05-Oct-16,Boeing 737-8H4 (WL),N8324A,Southwest Airlines,0,"Denver International Airport, CO (DEN/KDEN)"
09-Oct-16,Embraer P-95B Bandeirulha (EMB-111),7103,Força Aérea Brasileira - FAB,0,"São Paulo-Campo de Marte Airport, SP"
11-Oct-16,Beechcraft 200 Super King Air,C-GFSB,Fast Air,0,"Bloodvein River Airport, MB (YDV)"
11-Oct-16,Antonov An-26-100,RA-26660,Polyarnaya Aviatsiya,0,"0,3 km from Belaya Gora Airport (BGN)"
13-Oct-16,Cessna 525B CitationJet CJ3+,N518AR,A.R. Wings LLC,0,"Smithfield-North Central Airport, RI (SFZ)"
13-Oct-16,Cessna 500 Citation I,C-GTNG,Norjet,4,"8,3 km NE of Kelowna Airport, BC (YLW)"
14-Oct-16,Cessna 208 Caravan I,N208KM,National Parachute Test Center - NPTC,1,"Dunnellon/Marion County Airport, FL"
19-Oct-16,Lockheed C-130B Hercules,FAC-1014,Fuerza Aérea Colombiana,1,near Apiay
21-Oct-16,Airbus A300B4-203 (F),PR-STN,Sterna Linhas Aéreas,0,"Recife-Guararapes International Airport, PE (REC)"
21-Oct-16,Embraer C-95BM Bandeirante (EMB-110),2305,Força Aérea Brasileira - FAB,0,"Porto Alegre-Canoas Air Base, RS"
22-Oct-16,ATR 72-600 (72-212A),CS-DJF,"TAP Express, opb White Airways",0,Lisboa-Humberto Delgado Airport (LIS)
24-Oct-16,de Havilland Canada DHC-8-402Q Dash 8,ET-ANY,Ethiopian Airlines,0,Dire Dawa-Aba Tenna D Yilma Airport (DIR)
24-Oct-16,Dornier 328JET-310,XA-ALA,FlyMex,0,Toluca Airport (TLC)
24-Oct-16,Fairchild SA227-AT Expediter,N577MX,CAE Aviation,5,Malta-Luqa Airport (MLA)
28-Oct-16,Boeing 767-323ER (WL),N345AN,American Airlines,0,"Chicago-O'Hare International Airport, IL (ORD)"
28-Oct-16,McDonnell Douglas MD-10-10F,N370FE,FedEx Express,0,"Fort Lauderdale International Airport, FL (FLL)"
28-Oct-16,Fairchild SA227-DC Metro 23 (C-26B),PNC-0226,Servicio Aéreo de Policia,0,Bogotá-Eldorado Airport (BOG)
30-Oct-16,Beechcraft 100 King Air,N411HA,Honaker Aviation,0,"Jeffersonville-Clark Regional Airport, IN (JVY)"
31-Oct-16,de Havilland Canada DHC-4T Caribou,PK-SWW,"Puncak Regency Administration, opb Alfa Indonesia",4,11 km S of Ilaga Airport (ILA)
10-Nov-16,Boeing 767-346ER,JA658J,Japan Airlines (JAL),0,21 nm ESE of Kagoshima
10-Nov-16,McDonnell Douglas MD-11F,D-ALCM,Lufthansa Cargo,0,"Buenos Aires/Ezeiza-Ministro Pistarini Airport, BA (EZE)"
14-Nov-16,Bombardier BD-100-1A10 Challenger 300,N303CZ,Unknown,0,Panama City Albrook-Marcos A. Gelabert International Airport (BLB)
19-Nov-16,Boeing 737-823 (WL),N832NN,American Airlines,0,"Saint Louis-Lambert International Airport, MO (STL)"
20-Nov-16,Boeing 717-231,N930AT,Delta Air Lines,0,"Hopewell, Virginia"
23-Nov-16,Beechcraft 200 Super King Air,N80RT,"Flight Development, LLC",0,"0,8 km E of Moorhead Municipal Airport, MN"
24-Nov-16,Dassault Falcon 7X,VQ-BSF,Shell Aircraft,0,London City Airport (LCY)
24-Nov-16,Dassault Falcon 7X,VQ-BSO,Shell Aircraft,0,London City Airport (LCY)
27-Nov-16,CASA/Nurtanio NC-212-MP Aviocar 200,U-623,Tentara Nasional Indonesia-AL (Navy),0,Pitu/Morotai-Leo Wattimena Air Base (OTI)
28-Nov-16,Avro RJ85,CP-2933,LaMia,71,18 km S of Rionegro/Medellín-José María Córdova Airport (MDE)
29-Nov-16,Boeing 767-319ER,N767WA,Fly Jamaica Airways,0,Georgetown-Cheddi Jagan International Airport (GEO)
29-Nov-16,Boeing 737-8HO (WL),9Y-SXM,Caribbean Airlines,0,Georgetown-Cheddi Jagan International Airport (GEO)
01-Dec-16,Basler BT-67 Turbo 67 (DC-3T),C-GEAJ,"ALCI Aviation, opf North Star Air Cargo",0,"Pickle Lake Airport, ON (YPL)"
02-Dec-16,Beechcraft B100 King Air,N900RD,Kidd Aviation,0,"Tyler-Pounds Regional Airport, TX (TYR)"
03-Dec-16,PZL-Mielec M28 Skytruck,P-4201,Kepolisian Negara Republik Indonesia (Indonesian Police),13,74 km SE off Tanjung Pinang
04-Dec-16,Boeing 777-3DZER,A7-BAN,Qatar Airways,0,"115nm north of Lajes, Terceira, Azores"
04-Dec-16,Airbus A321-211,HS-RCC,Skyview Airways,0,Bangkok-Don Muang International Airport (DMK/VTBD)
04-Dec-16,Cessna 500 Citation I,N332SE,Yatish Air,0,"Gunnison-Crested Butte Regional Airport, CO (GUC)"
05-Dec-16,Cessna 550 Citation II,N75WL,"DC Aviation, LLC",0,"near Port Aransas-Mustang Beach Airport, TX"
05-Dec-16,Fairchild SA227-AC Metro III,N765FA,Key Lime Air,1,"5,5 km ESE of Camilla, GA"
07-Dec-16,Boeing 737-8FE (WL),VH-VUP,Virgin Australia Airlines,0,"Hobart Airport, TAS (HBA)"
07-Dec-16,Boeing 737-8FE (WL),VH-YFT,Virgin Australia Airlines,0,"Hobart Airport, TAS (HBA)"
07-Dec-16,ATR 42-500,AP-BHO,Pakistan International Airlines - PIA,47,"6,5 km SSE of Havelian"
10-Dec-16,Boeing 737-46J,JY-JAQ,"Safi Airways, lsf Jordan Aviation",0,Kabul-Hamid Karzai International Airport (KBL)
12-Dec-16,Beechcraft A100 King Air,C-FONY,Grondair Aviation,0,"Saint-Frédéric Airport, QC"
13-Dec-16,Boeing 737-824,N24202,United Airlines,0,"Denver, CO"
13-Dec-16,Beechcraft B200 Super King Air,VH-MVL,Royal Flying Doctor Service,0,"Moomba Airport, SA (MOO)"
14-Dec-16,de Havilland Canada DHC-8-402Q Dash 8,G-PRPC,Flybe,0,Manchester Airport (MAN)
16-Dec-16,Bombardier CRJ-900ER,OY-KFF,"Scandinavian Airlines System - SAS, opb Cimber",0,København-Kastrup Airport (CPH)
18-Dec-16,Boeing P-8A Poseidon (737-8FV),168763,United States Navy,0,Okinawa-Kadena AFB (DNA)
18-Dec-16,Lockheed C-130H Hercules,A-1334,Tentara Nasional Indonesia-AU (Air Force),13,ca 2 km SE of Wamena Airport (WMX)
19-Dec-16,Ilyushin Il-18V,RF-91821,Russian Air Force,0,29 km NW of Tiksi Airport (IKS)
20-Dec-16,Boeing 727-2J0 (F) Advanced,HK-4544,Aerosucre Colombia,5,"7,5 km W of Puerto Carreño-Germán Olano Airport (PCR)"
21-Dec-16,Airbus A321-231 (WL),RP-C9928,Philippine Air Lines,0,Mactan-Cebu International Airport (CEB/RPVM)
21-Dec-16,Beechcraft B200T Super King Air,M41-03,Royal Malaysian Air Force - RMAF,1,Butterworth RMAF Station (BWH)
23-Dec-16,Airbus A320-214,5A-ONB,Afriqiyah Airways,0,Malta-Luqa Airport (MLA)
23-Dec-16,Boeing 737-8AS (WL),EI-FRO,Ryanair,0,Chania-Soúda Airport (CHQ/LGSA)
25-Dec-16,ATR 72-600 (72-212A),PK-WGW,Wings Air,0,Semarang-Achmad Yani Airport (SRG)
25-Dec-16,Tupolev Tu-154B-2,RA-85572,Russian Air Force,92,"1,6 km SW off Adler"
26-Dec-16,Avro RJ100,SE-DST,BRA - Braathens Regional Airlines,0,København-Kastrup Airport (CPH)
26-Dec-16,Airbus A340-313,OY-KBC,Scandinavian Airlines System - SAS,0,København-Kastrup Airport (CPH)
27-Dec-16,Cessna 208B Grand Caravan,C-GHLI,W M K Holdings Ltd,0,"0,5 km SW of Fort McMurray Airport, AB (YMM)"
27-Dec-16,Boeing 737-85R (WL),VT-JBG,Jet Airways,0,Goa-Dabolim Airport (GOI)
29-Dec-16,Beechcraft A100 King Air,C-FXAJ,Wabusk Air,0,"Moosonee Airport, ON (YMO)"
29-Dec-16,Cessna 525C Citation CJ4,N614SB,Superior Beverage Group,6,"3 km N off Cleveland-Burke Lakefront Airport, OH (BKL)"
29-Dec-16,de Havilland Canada DHC-6 Twin Otter 300,PK-HVN,Dimonim Air,0,Ternate-Babullah Airport (TTE/WAMT)
02-Jan-15,Saab 340B,G-LGNL,"Flybe, lsf Loganair",0,Stornoway Airport (SYY)
03-Jan-15,Antonov An-26B-100,RA-26082,KAPO Avia,0,Magadan-Sokol Airport (GDX)
04-Jan-15,Fokker 50,5Y-SIB,Skyward Express,0,Nairobi-Jomo Kenyatta International Airport (NBO)
08-Jan-15,Bombardier BD-100-1A10 Challenger 300,PR-YOU,Bradesco Leasing S.A. Arrendamento Mercantil,0,"São Paulo-Congonhas Airport, SP (CGH/SBSP)"
09-Jan-15,Cessna 208B Grand Caravan,8R-GAB,Trans Guyana Airways,0,Matthews Ridge Airport (MWJ)
10-Jan-15,Boeing 737-43Q (SF),ET-AQV,"ASKY Airlines, lsf Ethiopian Airlines",0,Accra-Kotoka Airport (ACC)
11-Jan-15,de Havilland Canada DHC-6 Twin Otter 300,PK-YRU,Trigana Air Service,0,Enarotali Airport (EWI)
12-Jan-15,Dornier 328-110,D-CIRD,"Sun-Air of Scandinavia, opf British Airways",0,Hamburg-Fuhlsbüttel Airport (HAM/EDDH)
15-Jan-15,British Aerospace ATP-F (LFD),G-BTPC,Atlantic Airlines,0,Coventry-Baginton Airport (CVT)
16-Jan-15,Britten-Norman BN-2A-8 Islander,YV2238,Chapi Air,0,Los Roques Airport (LRV)
17-Jan-15,Bombardier BD-700-1A11 Global 5000,RP-C9363,Challenger Aero Corporation Metro Manila,0,Tacloban Airport (TAC)
18-Jan-15,Antonov An-26,YK-AND,Syrian Air Force,30,near Abu adh Dhuhur Air Base
20-Jan-15,Fokker 100,HB-JVE,"Swiss International Air Lines, opb Helvetic Airways",0,Nürnberg Airport (NUE)
20-Jan-15,IRMA/Pilatus Britten-Norman BN-2T Islander,ZS-NAT,Xcel Aviation,0,"Dawlatabad district, Balkh province"
20-Jan-15,Antonov An-2P,UP-A0314,Olimp Air,6,20 km from Shatyrkul Mine
26-Jan-15,Boeing 737-8KN (WL),A6-FEK,flydubai,0,near Baghdad International Airport (BGW)
29-Jan-15,Canadair CL-600-2A12 Challenger 601,N214FW,Dinama Aircorp,3,off Boca Druif
30-Jan-15,Ilyushin Il-76T,5A-DNK,Libyan Air Cargo,0,Tripoli-Mitiga International Airport (MJI)
02-Feb-15,British Aerospace 4100 Jetstream 41,SX-DIA,Sky Express,0,Rhodes/Paradisi-Diagoras Airport (RHO)
04-Feb-15,ATR 72-600 (72-212A),B-22816,TransAsia Airways,43,"5,3 km E of Taipei-Songshan Airport (TSA)"
09-Feb-15,Embraer ERJ-190AR (ERJ-190-100 IGW),N953UW,US Airways,0,"Houston-George Bush Intercontinental Airport, TX (IAH)"
09-Feb-15,de Havilland Canada DHC-6 Twin Otter 200,N70EA,Eagle Air Transport,0,"Sebastian Municipal Airport, FL"
09-Feb-15,de Havilland Canada DHC-6 Twin Otter 200,N30EA,Eagle Air Transport,0,"Sebastian Municipal Airport, FL"
11-Feb-15,Beechcraft 1900C,YV1674,Aeropanamericano,4,"4,5 km W of Miami Executive Airport, FL (TMB)"
14-Feb-15,Boeing 767-424ER,N59053,United Airlines,0,"near Honolulu Airport, Oahu, HI"
14-Feb-15,Antonov An-26B-100,FA312,Força Aérea de Moçambique,0,near Quelimane Airport
14-Feb-15,Antonov An-32B,T-256,Força Aérea Nacional Angolana - FANA,0,Malange Airport (MEG)
18-Feb-15,Tupolev Tu-154B-2,RA-85587,Russian Air Force,0,Samara Airport (KUF)
18-Feb-15,Airbus A300B4-605R (F),A6-JIM,Unique Air,0,Sharjah Airport (SHJ)
18-Feb-15,Yakovlev Yak-40,UR-MIG,BPV Group,0,Kyiv-Borispol Airport (KBP)
18-Feb-15,Antonov An-26B,EW-246TG,Genex Ltd.,0,Kyiv-Borispol Airport (KBP)
23-Feb-15,British Aerospace BAe-146-200,G-RAJJ,"Cello Aviation, opf Aurigny Air Services",0,"Guernsey Airport, Channel Islands (GCI)"
24-Feb-15,McDonnell Douglas MD-11F,N584FE,FedEx,0,"St. Louis, MO"
24-Feb-15,Cessna 208B Super Cargomaster,N989FX,FedEx Express,0,"Baltimore/Washington International Thurgood Marshall Airport, MD (BWI)"
24-Feb-15,de Havilland Canada DHC-8-102,C-GTAI,"Air Canada Express, opb Jazz Aviation",0,"Sault Ste. Marie Airport, ON (YAM)"
25-Feb-15,Boeing 737-8AS (WL),EI-DAC,Ryanair,0,near Bordeaux
25-Feb-15,Boeing 747-468,HZ-AIX,Saudi Arabian Airlines,0,Jeddah
26-Feb-15,Boeing 757-28A (PCF),C-GIAJ,Cargojet Airways,0,"St. John's Airport, NF (YYT)"
01-Mar-15,Canadair CL-600-2B16 Challenger 601-3A,N600NP,"Six Hundred NP, LLC",0,"Marco Island Airport, FL (MRK)"
04-Mar-15,British Aerospace ATP-F (LFD),PK-DGB,Deraya Air Taxi,0,Wamena Airport (WMX)
04-Mar-15,Airbus A330-303,TC-JOC,THY Turkish Airlines,0,Kathmandu-Tribhuvan Airport (KTM)
04-Mar-15,Gulfstream G550,N904G,,0,"near MOPAS, over Pyrenees"
05-Mar-15,Let L-410UVP-E20,E7-WDT,Icar Air,0,Ancona-Falconara Airport (AOI)
05-Mar-15,McDonnell Douglas MD-88,N909DL,Delta Air Lines,0,"New York-La Guardia Airport, NY (LGA)"
08-Mar-15,de Havilland Canada DHC-8-402Q Dash 8,VT-SUA,SpiceJet,0,Hubli Airport (HBX)
10-Mar-15,Cessna 208B Super Cargomaster,N12155,Martinaire,0,"Muskegon Airport, MI (MKG)"
12-Mar-15,Raytheon 390 Premier I,G-OOMC,Pool Aviation,0,Blackpool Airport (BLK)
13-Mar-15,Gulfstream G-IV,JA001G,Japan Civil Aviation Bureau,0,over Niigata Airport (KIJ)
14-Mar-15,Airbus A330-343,9M-MTA,Malaysia Airlines,0,"Melbourne-Tullamarine Airport, VIC (MEL)"
19-Mar-15,Embraer EMB 145LR,N625AE,American Eagle Airlines,0,"Springfield, Missouri"
19-Mar-15,Boeing 747SP-27,7O-YMN,Yemen Government,0,Aden International Airport (ADE)
22-Mar-15,ATR 72-500 (72-212A),EC-KGJ,"NAYSA, opb Binter Canarias",0,between Tenerife Norte and Gran Canaria
23-Mar-15,Airbus A380,,,0,En route
24-Mar-15,Cessna 208B Supervan 900,N106BZ,Markus Bastuck,0,"Verdigris, OK"
24-Mar-15,Dornier 228-201,IN240,Indian Naval Air Arm,2,"46 km SW off Goa, India"
24-Mar-15,Airbus A320-211,D-AIPX,Germanwings,150,Prads-Haute-Bléone
26-Mar-15,Beechcraft 300 Super King Air 350ER,,Yemen Air Force,0,Sana'a-Al Dalaimi Air Base (SAH)
26-Mar-15,CASA CN-235M-300,2211,Yemen Air Force,0,Sana'a-Al Dalaimi Air Base (SAH)
26-Mar-15,Antonov An-2R,UR-62681,Agrotekhservice,2,"Promin, Lutsk district, Volyn region"
29-Mar-15,Airbus A320-211,C-FTJP,Air Canada,0,"Halifax-Stanfield International Airport, NS (YHZ)"
31-Mar-15,Antonov An-2T,RF-00388,DOSAAF,0,Makhachkala Airport (MCX)
01-Apr-15,Boeing 737-8AS (WL),EI-DYA,Ryanair,0,Dublin Airport (DUB)
01-Apr-15,Boeing 737-8AS (WL),EI-DWE,Ryanair,0,Dublin Airport (DUB)
03-Apr-15,Antonov An-74-200,RA-74056,ShAR Inc. Ltd.,0,Barneo Camp Icestrip
03-Apr-15,Beechcraft 300 King Air 350ER,N275BT,Executive AirShare,0,"Wichita-Colonel James Jabara Airport, KS"
03-Apr-15,Beechcraft 300 King Air 350ER,N958ER,Beechcraft,0,"Wichita-Colonel James Jabara Airport, KS"
03-Apr-15,Beechcraft 300 King Air 350ER,N957ER,Beechcraft,0,"Wichita-Colonel James Jabara Airport, KS"
03-Apr-15,Beechcraft 300 King Air 350ER,N5027X,Beechcraft,0,"Wichita-Colonel James Jabara Airport, KS"
03-Apr-15,Beechcraft 300 King Air 350ER,N5019Q,Beechcraft,0,"Wichita-Colonel James Jabara Airport, KS"
03-Apr-15,Beechcraft 300 King Air 350ER,N5018S,Beechcraft,0,"Wichita-Colonel James Jabara Airport, KS"
08-Apr-15,British Aerospace BAe 125-800A,4X-CZO,Arrow Aviation,0,Tel Aviv-Ben Gurion International Airport (TLV)
10-Apr-15,Gulfstream G-IV,N450KK,La Venezolana de Seguros y Vida,0,over Caribbean Sea
13-Apr-15,Lockheed NC-130F Hercules,148897,United States Marine Corps,0,"Port Hueneme-Point Mugu NAS, CA (NTD)"
13-Apr-15,Boeing 737-85R,VT-JGA,Jet Airways,0,Khajuraho Airport (HJR)
13-Apr-15,Swearingen SA226-TC Metro II,C-GSKC,Carson Air,2,"11 km N of North Vancouver, BC"
14-Apr-15,Airbus A320-232,HL7762,Asiana Airlines,0,Hiroshima International Airport (HIJ)
15-Apr-15,Shorts 360-300,N688AN,Air Cargo Carriers,0,"Greer, South Carolina"
16-Apr-15,Fairchild SA227-AC Metro III,N2691W,Key Lime Air,0,"near Rifle-Garfield County Airport, CO (RIL)"
21-Apr-15,Lockheed AC-130J Ghostrider,Sep-10,United States Air Force - USAF,0,"76 km S of Valparaiso-Eglin AFB, FL (VPS)"
25-Apr-15,Dassault Falcon 20D,G-FRAK,Cobham Aviation Services,0,37 km S of Portland Bill
25-Apr-15,Beechcraft 200 Super King Air,YV2803,SATA - Servicio Autónomo de Transporte Aéreo,0,Maracaibo-La Chinita International Airport (MAR)
25-Apr-15,Airbus A320-232,TC-JPE,THY Turkish Airlines,0,Istanbul-Atatürk International Airport (IST)
28-Apr-15,ShinMaywa US-2,9905,Japan Maritime Self Defence Force - JMSDF,0,"40 km NE off Ashizuri Cape, Japan"
28-Apr-15,Canadair CL-600-2C10 Regional Jet CRJ-702ER,7O-FAA,Felix Airways,0,Sana'a International Airport (SAH)
30-Apr-15,Boeing RC-135V Rivet Joint,64-14848,United States Air Force - USAF,0,"Bellevue-Offutt AFB, NE (OFF)"
02-May-15,Boeing 737-330,D-ABEK,Lufthansa,0,Katowice-Pyrzowice Airport (KTW)
04-May-15,Bombardier CRJ-900ER,N932LR,"American Eagle, opb Mesa Airlines",0,"Phoenix-Sky Harbor International Airport, AZ (PHX/KPHX)"
04-May-15,Ilyushin Il-76TD,7O-ADG,Yemen Air Force,0,Sana'a International Airport (SAH)
09-May-15,British Aerospace BAe-146-300,5A-DKQ,Air Libya,0,Dahra Oilfield
09-May-15,Airbus A400M Atlas,EC-403,Airbus Industrie,4,ca 4 km NE of Sevilla Airport (SVQ)
10-May-15,Antonov An-2,RF-01159,"DOSAAF, Rostov ATSK",0,"Azov district, Rostov Oblast"
10-May-15,Xian MA60,B-3476,Joy Air,0,Fuzhou Changle International Airport (FOC)
12-May-15,Learjet 35,N80PG,Phoenix Air Group,0,"Newport News/Williamsburg International Airport, VA (PHF)"
16-May-15,Beechcraft B200 King Air,N505SP,N505SP LLC,0,"Carlsbad-McClellan-Palomar Airport, CA (CLD)"
16-May-15,Antonov An-2R,LY-AET,Klaipedos avialinijos,2,"116 km off Klaipeda, Lithuania [Baltic Sea]"
18-May-15,Antonov An-2R,RA-56528,private,0,"Sanamer, Stavropol Territory"
19-May-15,Cessna 208B Grand Caravan,5Y-NKV,Airworks Kenya Ltd,0,Mandeng Airstrip
20-May-15,British Aerospace BAe-125-700A,(N917TF),Unknown,4,off Puerto Colombia
23-May-15,Airbus A320-212,N334NW,Delta Air Lines,0,"Atlanta, Georgia"
27-May-15,Boeing 777-236,G-VIIY,British Airways,0,"Windsor Locks, Connecticut"
30-May-15,de Havilland Canada DHC-8-315Q MPA,JA727B,Japan Coast Guard,0,Sendai Airport (SDJ)
02-Jun-15,Swearingen SA226-TC Metro II,XA-UKP,Aeronaves TSM,5,near Querétaro Airport (QRO)
04-Jun-15,de Havilland Canada DHC-3T Texas Turbine Otter,N3125N,Alaska Air Taxi,0,"near Skwentna, AK"
08-Jun-15,McDonnell Douglas MD-83,N869GA,Allegiant Air,0,"St. Petersburg-Clearwater Airport, FL (PIE)"
08-Jun-15,Dornier 228-202,CG-791,Indian Coast Guard,3,30 km off Pichavaram
10-Jun-15,Bombardier CRJ-900LR,N246LR,Mesa Airlines,0,"McCook, NE"
10-Jun-15,Cessna 525A CitationJet CJ2+,JA021R,Auto Panther,0,Konan Airport (OKS)
11-Jun-15,Hawker 800XP,N497AG,"Swat Technology, LLC",0,Port Harcourt Airport (PHC)
11-Jun-15,Eclipse 500,N508JA,Memly Aviation,0,"Sacramento-Executive Airport, CA (SAC)"
11-Jun-15,de Havilland Canada DHC-6 Twin Otter 300,8Q-MAP,Trans Maldivian Airways,0,Male International Airport (MLE) ?
11-Jun-15,de Havilland Canada DHC-6 Twin Otter 300,8Q-TMG,Trans Maldivian Airways,0,Male International Airport (MLE) ?
15-Jun-15,Antonov An-2R,RA-84553,Vodoley LLC,0,"Tatsinsky district, Rostov Oblast"
16-Jun-15,Boeing 737-322 (WL),LY-FLB,SCAT,0,Aktau Airport (SCO)
17-Jun-15,Boeing 747-451,N664US,Delta Air Lines,0,over China
19-Jun-15,Antonov An-2R,RA-40646,Vostok Aviakompania,0,"near Kezhma, Kezhemsk district, Krasnoyarsk Territory"
22-Jun-15,Learjet 35A,N640BA,Beta Aire,0,"Grosse Ile Municipal Airport, MI"
25-Jun-15,Antonov An-2,HL1090,Republic of Korea Air Force - ROKAF,0,"Okcheon, North Chungcheong Province"
25-Jun-15,de Havilland Canada DHC-3T Vazar Turbine Otter,N270PA,Promech Air,9,"near Ella Lake, Misty Fjords National Monument, AK"
28-Jun-15,Airbus A320-212,N335NW,Delta Air Lines,0,"Boston, Massachusetts"
29-Jun-15,Boeing 767-432ER,N825MH,Delta Air Lines,0,"Atlanta, Georgia"
29-Jun-15,Shorts 360-300,N221LM,Transair (Cargo),0,"Kapolei-Kalaeloa Airport, HI (JRF)"
30-Jun-15,Boeing 737-832 (WL),N396DA,Delta Air Lines,0,"Salt Lake City, Utah"
30-Jun-15,Beechcraft C99 Commuter,N6199D,Ameriflight,0,"Salt Lake City International Airport, UT (SLC)"
30-Jun-15,Lockheed C-130B Hercules,A-1310,Tentara Nasional Indonesia-AU (Air Force),122+17,"4,7 km SW of Medan-Soewondo Air Force Base (MES)"
30-Jun-15,Boeing 767-400,,,0,Berlin-Tegel Airport (TXL)
02-Jul-15,de Havilland Canada DHC-6 Twin Otter 300,8Q-MAN,Trans Maldivian Airways,0,"ca 3 km SE off Kuredu Island Resort, Lhaviyani Atoll"
03-Jul-15,Consolidated PBY-6A Catalina,N85U,Flying Fireman,0,"off Orange Beach, AL"
07-Jul-15,Lockheed C-130H Hercules,79-0478,United States Air Force - USAF,0,Baghdad International Airport (BGW)
07-Jul-15,Cessna 208B Grand Caravan,DU-SD1,Skydive Dubai,0,near Dubai-Skydive Dubai Campus
08-Jul-15,Shijiazhuang Y-5B,B-8141,Qiqihar Hexiang General Aviation,0,"Qiqihar, Heilongjiang Province"
14-Jul-15,Fokker 50,9Q-CJB,Compagnie Africaine d'Aviation - CAA,0,Goma Airport (GOM)
17-Jul-15,Cessna 208B Grand Caravan,SP-WAW,Skydive Warsaw,0,Chrcynno Airfield
17-Jul-15,Canadair CL-215-1A10,1070,Elleniki Polemikí Aeroporía,0,"near Faraklo, Laconia"
17-Jul-15,Antonov An-12BK,RF-94291,Russian Air Force,0,Chelyabinsk Airport (CEK)
19-Jul-15,Learjet 35A,YV543T,DIPALCA,0,Panama City-Tocumen International Airport (PTY)
19-Jul-15,Airbus A321-231,G-EUXF,British Airways,0,Glasgow International Airport (GLA)
22-Jul-15,Canadair CL-600-2B16 Challenger 601-3A,N613PJ,Paragon Jets,0,"West Palm Beach International Airport, FL (PBI)"
23-Jul-15,Cessna 208 Caravan I,PR-PAZ,Greenpeace Brasil,0,"15 km from Manaus-Eduardo Gomes International Airport, AM (MAO)"
23-Jul-15,IAI 1125 Astra,N765A,Mountain Air Services,0,"Baltimore/Washington International Thurgood Marshall Airport, MD (BWI)"
24-Jul-15,ATR 72-212,XY-AIH,Air Bagan,0,Yangon-Mingaladon Airport (RGN)
27-Jul-15,Embraer C-95BM Bandeirante (EMB-110),2326,Força Aérea Brasileira - FAB,0,"Lagoa Santa Air Base, MG"
31-Jul-15,CASA CN-235M-200,FAC-1261,Fuerza Aérea Colombiana,11,near Codazzi
31-Jul-15,Embraer EMB-120ER Brasilia,VQ-BBX,RusLine,0,Moskva-Domodedovo Airport (DME)
31-Jul-15,Embraer EMB-505 Phenom 300,HZ-IBN,Salem Aviation,4,Blackbushe Airport (BBS)
01-Aug-15,Antonov An-2R,YR-PEG,Aero West,1,Stancuta
02-Aug-15,Cessna 208B Grand Caravan EX,N942AC,Air Choice One,0,"Chicago-O'Hare International Airport, IL (ORD)"
05-Aug-15,Cessna 560XL Citation XLS,N560JF,Snow Peak Ventures LLC,0,"Spanish Fork-Springville Airport, UT"
07-Aug-15,Embraer ERJ-175,N204NN,"Compass Airlines, opf American Eagle",0,"South Lake Tahoe, California"
11-Aug-15,Beechcraft B200 King Air,N531SW,Southwest Aircraft Charter,0,"Chandler Municipal airport (KCHD), AZ"
11-Aug-15,Boeing 737-73V (WL),N561WN,Southwest Airlines,0,"Orlando International Airport, FL (MCO)"
12-Aug-15,Cessna 208B Super Cargomaster,N924FE,Mountain Air Cargo,0,"0,8 km SW off Saba"
15-Aug-15,Airbus A321-231,N564UW,American Airlines,0,"Charlotte-Douglas International Airport, NC (CLT)"
16-Aug-15,Beechcraft A100 King Air,C-FDOR,Maritime Air Charter,0,"Margaree Airport, NS"
